location,state,latitude,longitude,date,rainfall_mm,prev_24h_rainfall_mm,prev_48h_rainfall_mm,river_level_m,soil_moisture_percent,terrain_elevation_m,distance_to_river_km,drainage_capacity_percent,historical_flood_count,population_density,urban_area_percent,water_depth_m,population_affected,economic_loss_million,severity_level,risk_score
Kolkata,West Bengal,22.543215,88.413958,2025-03-17,156.59,91.44,115.44,6.55,50.82,33.31,8.06,87.46,3,22755,51.3,1.65,3099,5.33,Medium,51.81
Guwahati,Assam,26.179109,91.802187,2023-07-07,66.73,49.21,67.53,2.95,26.03,119.66,2.63,79.42,2,15568,57.65,1.09,3530,12.46,Low,22.27
Coimbatore,Tamil Nadu,11.032601,76.884763,2023-10-20,54.03,30.22,34.85,4.99,44.97,96.89,2.46,81.32,5,1747,51.57,1.13,595,1.99,Low,34.08
Surat,Gujarat,21.095401,72.802008,2025-03-10,134.77,99.68,139.81,7.1,58.32,151.25,0.34,86.59,5,5075,62.4,1.29,2899,4.06,Medium,54.58
Vadodara,Gujarat,22.227735,73.089344,2024-11-18,136.28,104.31,156.06,2.43,48.63,58.72,0.71,64.11,5,6968,71.34,1.53,1712,12.45,Medium,41.23
Lucknow,Uttar Pradesh,26.841045,80.898415,2024-03-06,104.29,67.9,99.98,11.0,33.18,335.5,0.31,86.91,1,697,85.45,1.57,231,1.68,Medium,47.73
Madurai,Tamil Nadu,9.948717,78.205093,2024-01-30,196.88,119.55,173.26,10.21,50.3,38.78,3.78,32.39,3,1877,58.41,2.69,1256,8.94,High,71.52
Hubli,Karnataka,15.360222,75.140548,2024-01-17,178.14,139.05,154.34,3.03,48.37,280.75,1.74,46.65,2,50000,65.01,0.91,9592,20.12,Medium,43.76
Vijayawada,Andhra Pradesh,16.546194,80.745364,2023-09-03,46.97,31.67,41.63,1.57,25.89,63.59,0.25,35.55,0,1964,84.95,0.38,209,0.34,Low,16.04
Vadodara,Gujarat,22.215399,73.212097,2024-08-01,175.18,102.54,133.72,5.9,31.64,148.23,3.88,70.2,5,5818,52.74,1.42,2672,14.93,Medium,43.71
Jodhpur,Rajasthan,26.147777,73.038169,2024-03-29,132.74,66.16,89.75,5.21,46.93,177.96,0.94,71.81,5,65,91.51,1.74,37,0.31,Medium,42.93
Nagpur,Maharashtra,21.095982,79.151218,2025-03-15,137.88,98.16,127.55,6.33,49.77,160.63,0.63,63.65,5,43,96.85,1.66,17,0.09,Medium,43.46
Rajkot,Gujarat,22.213836,70.877178,2023-06-18,47.63,29.18,36.7,2.84,20.12,76.77,0.45,55.96,1,50000,68.24,0.32,6946,10.86,Low,18.66
Meerut,Uttar Pradesh,28.889965,77.798855,2023-04-29,60.33,36.7,41.1,8.97,54.15,94.07,2.26,77.37,6,3330,66.98,0.58,1159,3.3,Low,34.41
Bareilly,Uttar Pradesh,28.4073,75.378323,2024-12-03,87.82,69.14,98.86,1.59,37.2,29.11,2.76,59.33,4,17254,82.9,0.3,2268,2.02,Low,26.62
Surat,Gujarat,21.188802,72.802671,2025-01-03,27.14,12.6,16.99,5.89,36.9,88.15,0.49,74.8,4,231,81.1,0.36,14,0.02,Low,18.59
Kanpur,Uttar Pradesh,26.371924,80.257171,2025-01-17,64.41,20.16,28.38,7.62,38.06,56.63,0.92,46.98,3,1555,92.54,1.79,1261,5.9,Medium,40.94
Delhi,Delhi,28.767373,77.152586,2025-06-19,72.79,31.9,36.25,2.29,19.9,233.31,1.1,61.09,6,2152,72.38,0.12,468,0.17,Low,15.62
Kalyan,Maharashtra,19.273154,73.066356,2025-03-01,131.27,62.57,82.76,4.04,63.58,121.43,3.7,45.42,3,3440,65.58,2.13,682,5.16,Medium,47.74
Jaipur,Rajasthan,26.935896,75.850879,2023-08-29,49.93,35.3,51.41,3.59,37.93,21.63,1.29,87.19,4,590,90.62,0.3,110,0.09,Low,17.91
Kanpur,Uttar Pradesh,26.457117,80.41541,2024-06-18,86.17,30.84,40.41,2.29,24.39,142.77,0.27,76.71,2,15,82.76,0.27,0,0.0,Low,19.77
Rajkot,Gujarat,22.31353,70.719544,2023-06-18,120.1,60.45,87.84,3.07,52.48,95.82,3.56,37.7,3,52,33.98,0.57,14,0.01,Low,34.86
Hubli,Karnataka,15.302366,75.035302,2023-08-12,223.25,117.95,175.1,7.17,51.29,144.74,0.49,66.15,5,875,75.31,3.29,656,6.0,High,72.33
Delhi,Delhi,28.803676,77.091909,2024-08-25,63.34,32.56,41.15,1.53,21.15,97.79,3.95,52.0,2,230,80.37,0.47,10,0.02,Low,25.16
Dhanbad,Jharkhand,23.837456,86.333734,2024-06-02,68.35,54.61,77.0,3.87,22.22,112.73,3.11,59.15,5,110,83.15,0.51,17,0.04,Low,21.77
Mumbai,Maharashtra,18.985877,72.881068,2023-11-19,26.25,14.65,17.0,4.05,10.27,33.81,0.76,56.92,0,3270,53.67,0.9,956,1.4,Low,26.67
Coimbatore,Tamil Nadu,11.100278,76.99383,2025-05-24,72.6,57.37,80.26,6.54,42.79,292.82,0.96,98.31,3,71,72.13,0.86,24,0.08,Low,32.62
Hyderabad,Telangana,17.39025,78.488338,2024-12-03,102.31,46.38,55.66,3.46,32.3,73.85,3.32,90.67,2,15357,49.78,0.96,2440,6.9,Low,27.82
Kochi,Kerala,10.016073,76.229084,2025-07-12,33.97,23.33,33.37,5.45,7.54,56.94,2.78,89.04,2,95,61.51,0.84,6,0.02,Low,14.04
Chandigarh,Chandigarh,30.741834,76.814501,2025-05-19,127.89,48.07,62.06,2.71,36.14,240.28,3.8,72.32,2,3812,52.76,0.92,640,2.87,Low,19.58
Ranchi,Jharkhand,23.279293,85.365541,2024-11-23,28.84,9.89,12.68,3.56,36.13,117.89,2.21,48.22,4,168,76.56,0.78,6,0.01,Low,8.06
Agra,Uttar Pradesh,27.228458,78.041847,2024-02-10,112.43,37.01,52.09,4.22,38.23,45.4,0.49,56.35,5,68,68.56,1.39,52,0.13,Medium,48.8
Gwalior,Madhya Pradesh,26.225086,78.131185,2025-05-13,110.11,45.19,62.4,0.42,61.76,70.25,2.02,49.06,1,1606,50.75,2.11,1423,8.8,Medium,39.63
Jabalpur,Madhya Pradesh,23.155097,79.892737,2023-06-30,60.49,43.41,59.24,0.32,21.2,133.92,0.93,65.46,4,29922,85.52,0.4,1959,2.64,Low,27.99
Chandigarh,Chandigarh,30.725048,76.733779,2025-01-01,111.03,83.13,107.56,2.21,43.12,58.55,0.87,71.75,4,719,95.91,1.81,132,0.57,Medium,41.05
Jabalpur,Madhya Pradesh,23.150453,80.015423,2024-06-26,198.4,94.14,137.83,8.29,41.68,121.46,0.93,14.35,2,2690,70.08,2.17,1495,6.87,High,65.8
Guwahati,Assam,26.201804,91.666819,2024-05-21,89.99,62.19,68.87,1.29,47.35,44.83,0.01,64.82,2,4583,58.62,2.01,4077,15.63,Medium,39.18
Gwalior,Madhya Pradesh,26.17227,78.206941,2024-10-18,85.1,48.45,68.67,5.4,53.21,57.11,0.28,59.47,2,3481,75.41,0.91,477,1.63,Low,33.19
Amritsar,Punjab,31.698317,74.91891,2024-05-05,198.32,62.81,77.05,6.86,62.15,25.52,5.32,50.31,4,693,55.19,1.62,125,0.91,Medium,52.75
Vasai,Maharashtra,19.524689,72.861597,2024-04-22,105.09,42.04,59.38,8.25,36.27,59.07,0.62,99.5,3,3214,51.71,2.49,419,3.92,Medium,48.75
Surat,Gujarat,21.096255,72.881019,2024-07-01,22.71,9.1,13.42,2.14,15.65,18.94,1.01,64.62,5,116,83.42,0.78,30,0.06,Low,18.88
Patna,Bihar,25.571685,85.151724,2023-10-19,137.54,66.78,99.26,3.84,69.59,137.94,1.32,36.74,3,215,72.38,1.69,104,0.41,Medium,36.94
Chennai,Tamil Nadu,13.017826,80.344048,2024-07-12,21.34,12.86,16.49,5.52,36.35,41.28,0.3,83.87,2,24768,65.31,0.2,3257,2.63,Low,23.93
Chandigarh,Chandigarh,30.718828,76.865557,2023-04-02,43.29,20.52,25.13,4.36,15.69,90.14,0.87,56.63,4,7870,88.1,1.06,625,1.16,Low,26.63
Jodhpur,Rajasthan,26.31865,73.014969,2025-07-27,131.98,93.78,123.89,3.21,60.12,73.37,5.12,39.95,3,269,57.3,0.91,208,0.86,Medium,38.27
Amritsar,Punjab,31.720276,74.804488,2025-01-27,202.24,92.81,114.28,11.47,57.13,35.55,0.71,18.29,3,105,67.6,4.75,58,0.28,Critical,83.39
Mumbai,Maharashtra,19.058798,72.780835,2023-04-18,126.71,48.77,59.73,10.98,48.54,150.75,0.98,43.5,5,188,82.28,1.42,36,0.16,Medium,54.77
Chennai,Tamil Nadu,13.146196,80.338277,2025-05-12,29.06,14.36,18.93,2.88,50.57,29.87,4.39,15.18,4,24733,57.58,0.22,5220,3.32,Low,14.05
Dhanbad,Jharkhand,23.731989,86.401646,2023-07-03,78.81,40.41,46.26,7.32,16.14,106.0,0.77,65.77,5,1302,71.22,1.02,776,2.01,Medium,38.89
Varanasi,Uttar Pradesh,25.229171,82.88988,2024-05-07,99.28,42.32,57.33,4.93,40.7,54.27,5.68,72.48,2,4608,42.84,0.69,370,1.09,Low,31.29
Kalyan,Maharashtra,19.15114,73.13409,2025-03-16,90.44,48.5,66.17,4.13,40.47,58.27,2.42,92.37,1,330,57.15,0.9,129,0.12,Medium,35.78
Thiruvananthapuram,Kerala,8.57308,76.907747,2024-09-21,159.42,82.56,120.96,6.66,53.83,42.45,1.45,79.37,2,1496,65.07,2.19,1551,15.5,High,58.39
Solapur,Maharashtra,17.735467,75.941827,2023-12-27,40.1,16.55,21.85,3.15,20.35,126.46,0.46,55.48,1,2524,41.79,0.76,262,0.4,Low,17.01
Pune,Maharashtra,18.458891,73.873786,2024-04-15,64.55,38.48,56.15,8.29,13.68,28.98,0.71,84.02,5,50000,90.69,0.83,38765,108.68,Medium,43.55
Rajkot,Gujarat,22.313993,70.815507,2024-06-10,59.8,38.61,49.12,4.68,26.34,39.79,1.75,77.12,3,111,63.6,1.18,15,0.03,Low,28.74
Indore,Madhya Pradesh,22.701149,75.942639,2023-12-08,38.16,13.84,19.88,2.06,31.09,161.53,2.37,32.18,4,48537,60.21,1.02,5090,6.93,Low,6.81
Mumbai,Maharashtra,19.163515,72.793236,2024-08-26,37.55,26.21,38.15,3.77,26.44,326.54,2.69,74.49,1,800,48.55,0.63,59,0.1,Low,7.38
Varanasi,Uttar Pradesh,25.330699,83.002069,2025-01-22,300.91,168.05,247.47,5.41,91.11,75.15,1.52,62.14,2,1839,82.11,3.85,1931,35.35,High,73.91
Raipur,Chhattisgarh,21.169555,81.625583,2023-11-18,50.32,32.03,44.58,6.21,31.09,56.53,0.17,44.75,1,225,64.59,1.18,44,0.17,Low,28.16
Solapur,Maharashtra,17.692225,75.937357,2025-05-03,64.35,41.4,56.45,6.06,31.25,153.84,1.36,57.17,0,25,83.01,0.29,3,0.0,Low,30.01
Pune,Maharashtra,18.481192,73.800788,2024-02-01,48.61,18.98,22.57,11.11,53.05,128.65,1.64,59.16,5,290,57.71,1.2,26,0.04,Low,31.02
Howrah,West Bengal,22.655675,88.241437,2025-05-11,66.46,51.72,72.3,5.67,27.17,95.33,0.96,70.51,6,375,58.8,0.32,154,0.21,Low,31.04
Bareilly,Uttar Pradesh,28.398124,75.335793,2024-09-23,46.06,30.98,44.89,2.63,40.06,214.68,0.66,76.36,2,1420,79.86,0.23,103,0.08,Low,13.24
Kanpur,Uttar Pradesh,26.45217,80.420294,2024-02-27,36.58,17.58,26.24,1.74,57.48,98.99,0.61,79.21,1,4291,94.17,0.46,1012,2.22,Low,17.47
Rajkot,Gujarat,22.373852,70.865219,2024-08-19,22.38,17.71,24.44,5.49,18.66,1.54,1.42,82.07,2,76,77.09,0.55,18,0.02,Low,23.62
Delhi,Delhi,28.632743,77.148925,2024-08-01,31.14,16.6,20.33,5.17,21.78,55.64,1.18,87.42,4,1044,83.4,0.72,191,0.66,Low,23.78
Nagpur,Maharashtra,21.148878,79.070912,2024-12-21,50.39,34.31,42.4,2.11,35.1,37.15,0.63,31.38,2,2134,45.75,0.8,838,0.9,Low,25.19
Jabalpur,Madhya Pradesh,23.108835,79.946893,2025-05-15,154.35,73.33,86.91,3.99,55.55,61.9,3.18,36.39,4,180,62.31,1.78,57,0.43,Medium,43.88
Kolkata,West Bengal,22.551497,88.271058,2023-10-13,10.69,8.19,12.08,1.7,46.41,52.78,2.82,53.78,3,1601,84.37,0.34,581,0.2,Low,15.42
Jodhpur,Rajasthan,26.257035,72.968947,2024-07-22,146.06,103.63,131.22,2.61,36.11,40.18,1.39,70.15,2,493,79.14,1.01,199,0.43,Medium,38.3
Rajkot,Gujarat,22.27554,70.798478,2023-02-22,139.33,84.29,96.89,0.33,46.93,115.91,1.45,37.23,1,1655,87.75,0.61,545,1.35,Low,31.71
Hubli,Karnataka,15.338406,75.182467,2025-09-07,122.31,71.03,85.38,2.87,27.46,26.2,2.02,74.68,2,554,33.81,0.97,47,0.16,Low,31.39
Ahmedabad,Gujarat,22.932118,72.485912,2024-12-11,99.73,69.58,102.69,4.32,61.2,36.89,3.25,43.11,3,2300,70.7,2.36,1215,4.86,Medium,39.32
Pune,Maharashtra,18.557651,73.9265,2025-02-25,10.88,4.66,6.32,9.88,26.2,96.84,0.43,77.33,3,1519,71.11,0.72,371,0.98,Low,32.8
Kanpur,Uttar Pradesh,26.497368,80.316768,2024-09-30,87.68,48.32,67.81,4.54,48.67,28.85,0.31,18.4,2,3242,71.89,1.59,627,1.86,Medium,37.92
Guwahati,Assam,26.065982,91.71588,2024-10-30,133.93,96.73,130.57,8.44,42.25,347.26,6.54,72.68,1,12880,95.29,1.1,729,3.36,Low,34.73
Pune,Maharashtra,18.512026,73.844454,2023-02-12,59.55,18.89,27.66,3.59,43.55,85.47,1.09,30.94,5,2170,79.96,0.72,331,0.49,Low,33.52
Thiruvananthapuram,Kerala,8.501985,77.033331,2025-09-16,131.64,102.73,116.24,3.98,61.6,106.76,0.53,77.74,3,295,70.66,1.64,54,0.25,Medium,41.81
Chennai,Tamil Nadu,13.01633,80.27972,2024-11-29,64.18,33.77,49.88,5.39,40.04,78.2,2.29,34.74,1,459,88.06,2.18,298,1.99,Medium,36.17
Guwahati,Assam,26.190541,91.765248,2024-07-18,67.39,38.28,49.01,1.37,27.88,23.72,3.94,29.28,2,22528,62.29,1.13,5601,11.79,Low,26.87
Jodhpur,Rajasthan,26.220329,72.956502,2024-02-17,116.0,79.44,96.53,5.65,42.66,21.72,0.36,49.57,3,441,58.76,1.83,170,0.72,Medium,53.04
Kochi,Kerala,9.989983,76.271174,2025-08-29,75.23,54.63,61.15,4.24,34.6,18.5,2.85,62.17,4,349,82.29,0.47,98,0.06,Low,27.24
Pune,Maharashtra,18.572775,73.812374,2023-06-30,21.98,14.26,18.65,8.26,37.28,110.39,1.1,38.3,0,264,49.44,0.91,14,0.02,Low,19.32
Kochi,Kerala,9.835866,76.275238,2025-01-31,124.04,46.45,61.77,7.99,52.98,104.67,0.44,75.29,2,918,82.44,1.46,663,3.9,Medium,49.44
Chandigarh,Chandigarh,30.739103,76.837742,2025-08-13,37.79,18.18,25.89,8.54,32.63,179.44,4.14,49.6,5,123,70.38,0.36,16,0.02,Low,16.41
Lucknow,Uttar Pradesh,26.779305,80.877995,2024-11-04,189.94,69.4,100.65,6.79,59.18,76.9,3.4,36.0,3,2945,83.88,1.76,1201,3.82,Medium,54.85
Nagpur,Maharashtra,21.218241,78.998473,2024-07-16,56.06,32.01,35.24,8.22,20.5,56.56,1.48,82.59,4,10747,68.46,0.66,3655,6.44,Low,33.23
Indore,Madhya Pradesh,22.69329,75.774313,2025-08-10,71.9,57.36,80.53,6.79,41.87,100.62,3.06,65.12,1,23,87.98,0.8,1,0.0,Low,25.74
Faridabad,Haryana,28.456341,77.358992,2025-02-18,118.77,86.31,95.94,5.1,47.16,55.02,7.41,35.63,2,3706,87.93,2.3,614,3.38,Medium,40.71
Allahabad,Uttar Pradesh,25.426031,81.808622,2023-10-12,140.31,92.57,119.5,6.31,34.68,54.97,2.66,43.61,5,147,87.26,2.15,68,0.31,Medium,35.72
Jaipur,Rajasthan,26.838399,75.803122,2025-04-27,90.15,47.78,54.11,2.55,32.84,151.4,2.33,45.25,2,105,84.34,0.62,20,0.02,Low,19.34
Patna,Bihar,25.560912,85.129788,2024-11-12,214.08,125.02,182.57,6.68,60.89,41.83,0.19,48.18,5,158,87.94,6.0,239,5.46,Critical,80.92
Kanpur,Uttar Pradesh,26.497625,80.284413,2024-09-18,65.78,39.68,49.92,2.22,40.54,127.91,1.16,68.3,2,4385,86.71,1.15,1315,6.67,Low,29.68
Thiruvananthapuram,Kerala,8.548496,76.904255,2023-12-12,70.89,41.82,57.63,7.02,37.28,28.57,0.74,91.59,5,4640,85.2,2.4,564,6.36,Medium,40.41
Kalyan,Maharashtra,19.165666,73.138938,2025-03-06,64.34,25.09,35.91,5.55,32.07,90.09,0.26,40.54,6,83,77.37,0.6,4,0.01,Low,29.99
Delhi,Delhi,28.670204,77.162951,2024-12-24,56.99,24.42,31.44,9.07,7.12,132.03,0.53,50.48,0,345,67.79,2.36,165,0.52,Medium,38.39
Solapur,Maharashtra,17.703365,75.871161,2024-12-04,41.98,15.39,19.1,4.71,45.44,57.81,4.5,58.74,3,35108,76.81,0.8,3919,9.64,Low,13.53
Lucknow,Uttar Pradesh,26.899136,80.997789,2024-05-21,27.96,14.13,19.17,1.21,22.63,171.8,6.99,38.31,1,12759,84.7,0.1,2846,1.41,Low,2.51
Vijayawada,Andhra Pradesh,16.533472,80.571041,2024-04-12,372.32,160.04,210.1,6.27,86.63,46.45,0.0,70.19,5,4411,80.8,7.41,9838,189.24,Critical,78.79
Kalyan,Maharashtra,19.316451,73.113458,2024-03-14,94.17,59.82,79.51,3.12,39.13,27.29,0.25,54.35,0,15717,91.84,0.9,3437,11.94,Low,34.67
Kanpur,Uttar Pradesh,26.373795,80.255296,2023-03-17,47.75,37.89,50.02,2.24,28.81,49.79,0.83,55.32,6,38,67.62,0.64,4,0.01,Low,15.29
Bangalore,Karnataka,13.005967,77.534902,2025-03-06,176.57,59.6,70.07,9.77,57.98,112.61,3.52,58.18,3,1134,69.9,1.97,280,2.57,Medium,51.52
Allahabad,Uttar Pradesh,25.436307,81.90598,2025-08-28,37.25,15.33,20.84,5.0,35.93,68.46,2.01,82.34,2,656,72.95,0.15,242,0.13,Low,13.0
Kochi,Kerala,9.999546,76.240139,2024-06-29,96.1,51.56,62.92,2.42,57.4,166.16,0.09,28.21,5,20,57.83,1.01,1,0.0,Low,29.17
Varanasi,Uttar Pradesh,25.396494,82.894702,2025-09-20,69.49,21.23,28.27,1.88,22.32,119.03,0.88,14.4,4,224,67.94,0.16,41,0.02,Low,26.81
Rajkot,Gujarat,22.337103,70.836467,2023-01-03,70.94,29.42,39.98,6.92,44.53,19.05,0.65,53.36,2,50000,62.8,1.71,9005,60.45,Medium,38.83
Jodhpur,Rajasthan,26.337218,72.955687,2023-10-05,58.12,24.43,33.2,3.51,34.29,90.99,1.94,45.89,5,560,83.32,0.78,145,0.53,Low,28.55
Nashik,Maharashtra,19.996522,73.777403,2024-06-05,31.43,17.22,21.18,6.61,28.18,83.1,0.26,23.01,2,1692,60.26,1.19,159,0.76,Low,27.96
Vasai,Maharashtra,19.529487,72.863466,2025-06-01,89.13,28.08,32.6,2.72,41.82,83.04,6.16,37.16,0,12069,90.51,0.99,1081,1.45,Low,24.3
Aurangabad,Maharashtra,19.963544,75.402566,2024-01-31,104.25,58.29,83.7,10.54,50.63,53.79,4.87,91.15,5,150,72.32,1.65,45,0.15,Medium,52.03
Nagpur,Maharashtra,21.174218,79.128576,2023-10-15,136.97,51.28,63.58,6.14,45.23,30.67,0.42,79.63,4,1092,77.27,1.3,462,2.4,Medium,48.17
Vasai,Maharashtra,19.416685,72.705505,2023-06-30,74.12,47.22,62.09,3.23,36.25,120.66,0.65,57.84,4,9253,41.32,0.87,3020,8.49,Low,28.84
Meerut,Uttar Pradesh,28.912054,77.700606,2023-11-11,131.49,96.77,111.71,4.59,32.21,26.25,2.69,73.33,4,1528,32.6,1.82,972,5.38,Medium,43.78
Patna,Bihar,25.690991,85.188938,2024-10-07,20.45,11.5,15.38,5.14,37.61,85.36,1.47,88.86,1,38,58.41,0.53,12,0.03,Low,23.21
Indore,Madhya Pradesh,22.689635,75.876681,2024-11-24,234.53,170.81,232.47,9.02,80.81,85.49,3.38,89.26,3,1872,91.0,4.96,1524,9.94,Critical,80.4
Jaipur,Rajasthan,26.895615,75.755019,2024-02-19,67.79,41.89,58.33,1.89,52.44,22.27,2.84,27.71,1,1682,87.21,1.04,89,0.26,Low,24.65
Vadodara,Gujarat,22.39085,73.124886,2023-08-19,134.99,43.96,48.99,4.74,41.07,7.4,3.05,64.76,1,17017,77.95,2.47,9905,70.16,Medium,41.13
Varanasi,Uttar Pradesh,25.346822,82.948434,2024-02-03,156.81,115.31,127.87,5.51,55.86,227.38,0.77,60.58,4,401,73.03,1.09,133,0.3,Medium,53.39
Kochi,Kerala,9.886466,76.183489,2024-06-25,106.11,63.8,77.31,1.88,25.63,122.02,4.4,47.11,6,494,64.17,1.15,80,0.29,Low,23.07
Mumbai,Maharashtra,19.161473,72.89985,2023-05-14,111.96,74.45,97.61,6.49,38.56,268.78,1.34,69.34,1,1437,51.38,0.57,307,0.58,Low,29.34
Kolkata,West Bengal,22.619866,88.321529,2024-12-10,126.69,51.32,61.39,4.56,39.22,108.84,0.03,87.99,3,87,84.72,2.17,56,0.58,Medium,41.53
Nagpur,Maharashtra,21.23682,79.065154,2023-08-11,40.36,14.06,18.99,3.58,25.61,21.66,0.55,50.55,4,23560,45.52,0.29,1033,0.34,Low,23.59
Jabalpur,Madhya Pradesh,23.13543,79.920388,2025-02-01,176.1,88.19,105.5,3.34,53.04,50.0,3.12,61.04,1,30,31.5,1.14,9,0.05,Medium,47.82
Kanpur,Uttar Pradesh,26.464391,80.421572,2024-01-05,89.25,53.71,76.51,2.86,40.94,108.57,0.38,64.51,3,2197,63.27,0.94,212,0.83,Low,32.86
Bangalore,Karnataka,12.978856,77.56442,2025-03-06,147.19,53.14,65.85,4.4,43.83,123.79,0.49,93.86,6,2549,67.83,2.32,1458,13.66,Medium,40.19
Kanpur,Uttar Pradesh,26.370844,80.246635,2024-05-02,64.78,28.2,40.76,1.94,38.69,106.9,2.5,32.0,6,20413,90.75,0.31,5523,4.16,Low,16.58
Kota,Rajasthan,25.262536,75.815635,2024-02-09,79.97,50.27,65.29,4.18,49.21,53.45,2.41,24.15,1,33111,65.36,1.82,10095,35.07,Medium,35.74
Bangalore,Karnataka,12.908214,77.517684,2023-12-05,130.06,66.33,96.57,6.18,51.02,156.07,5.16,34.39,2,2620,84.51,2.02,2222,14.88,Medium,38.86
Jabalpur,Madhya Pradesh,23.152787,79.988308,2024-03-15,39.88,12.41,16.49,4.21,36.13,27.47,1.33,50.02,1,2139,61.51,0.36,203,0.25,Low,21.97
Visakhapatnam,Andhra Pradesh,17.666467,83.244737,2023-02-03,44.34,21.15,28.47,6.01,25.68,53.83,0.09,31.83,4,50000,55.48,0.36,3799,2.4,Low,23.36
Kota,Rajasthan,25.217939,75.867978,2025-01-01,142.59,95.67,140.38,7.26,55.69,203.06,1.31,75.16,4,228,74.25,2.34,95,0.88,Medium,41.07
Delhi,Delhi,28.666476,77.050314,2023-08-11,116.49,77.74,109.02,7.82,47.65,150.31,0.55,59.12,4,10006,68.72,1.78,4432,12.87,Medium,47.34
Nagpur,Maharashtra,21.225515,79.022156,2023-08-29,43.72,32.96,40.23,2.45,20.44,56.19,1.77,47.96,5,3708,39.57,1.04,645,1.47,Low,10.53
Ahmedabad,Gujarat,23.112356,72.485347,2024-01-25,128.91,101.79,117.63,4.93,26.91,18.51,0.52,58.78,2,3591,87.79,1.63,2092,5.88,Medium,44.16
Nashik,Maharashtra,19.925823,73.715554,2025-05-17,48.64,24.61,28.66,8.5,11.68,110.14,1.18,70.95,6,4004,39.41,0.93,812,0.77,Low,18.09
Dhanbad,Jharkhand,23.72533,86.406166,2023-11-11,38.56,28.18,36.74,3.21,27.85,111.72,0.58,48.49,5,4207,78.92,0.18,931,0.37,Low,9.17
Meerut,Uttar Pradesh,29.003387,77.746278,2024-12-19,202.7,128.06,159.45,2.52,58.72,150.75,0.43,72.98,2,307,70.27,2.88,182,0.88,High,58.53
Delhi,Delhi,28.623094,77.172858,2025-02-08,34.17,18.47,24.39,5.88,27.79,131.22,5.28,42.35,4,16,85.76,0.36,5,0.01,Low,11.18
Meerut,Uttar Pradesh,29.070185,77.67722,2024-04-29,26.73,12.52,17.47,12.49,28.77,13.43,2.07,37.27,6,3176,82.33,0.15,362,0.1,Low,31.3
Indore,Madhya Pradesh,22.668149,75.880764,2023-02-24,53.29,39.7,54.85,4.16,40.8,53.86,2.6,84.45,4,50000,82.64,0.31,8619,4.19,Low,31.57
Delhi,Delhi,28.769898,77.035176,2024-08-10,187.66,91.26,124.05,5.16,57.34,148.82,0.85,44.33,2,85,20.3,2.12,108,0.94,High,55.99
Chennai,Tamil Nadu,13.015513,80.17213,2023-05-14,175.52,59.35,66.93,3.9,54.38,268.35,0.26,58.15,2,690,74.75,2.42,449,2.52,Medium,46.11
Dhanbad,Jharkhand,23.805399,86.500888,2024-02-02,97.63,58.44,74.07,2.33,22.57,122.77,0.71,57.0,2,1179,73.37,0.16,279,0.06,Low,19.65
Bareilly,Uttar Pradesh,28.270061,75.492173,2024-10-25,27.03,13.5,18.65,1.02,23.07,101.69,0.81,58.91,1,1101,82.42,0.55,86,0.24,Low,15.96
Jabalpur,Madhya Pradesh,23.231158,79.929032,2024-01-15,122.07,51.2,62.06,11.45,50.46,42.7,4.43,86.8,3,485,70.6,1.88,287,1.76,Medium,51.86
Mumbai,Maharashtra,18.991641,72.94888,2023-03-23,89.74,61.3,89.48,1.63,32.26,60.48,8.8,65.2,4,2739,48.2,0.75,255,0.71,Low,12.52
Lucknow,Uttar Pradesh,26.816,81.045145,2023-11-05,34.21,12.35,16.76,8.46,25.66,107.07,2.81,42.68,3,16595,66.17,1.08,4109,10.06,Low,24.66
Guwahati,Assam,26.162414,91.67223,2023-07-30,49.31,21.08,25.92,0.0,46.01,82.76,0.97,57.87,3,4408,89.06,0.44,1339,0.85,Low,18.97
Faridabad,Haryana,28.364714,77.243097,2023-06-09,77.52,31.35,44.22,6.94,33.66,138.84,2.04,81.19,2,1854,82.0,0.72,724,1.69,Low,27.91
Coimbatore,Tamil Nadu,11.112899,77.037228,2024-01-17,98.98,78.84,94.49,5.51,46.1,70.28,1.28,43.42,0,297,85.49,2.23,37,0.25,Medium,35.57
Surat,Gujarat,21.222894,72.841486,2023-09-22,243.17,161.53,226.46,11.79,45.1,25.65,1.62,42.33,4,128,86.06,5.73,133,1.61,Critical,77.65
Solapur,Maharashtra,17.734479,75.973062,2023-10-10,53.22,27.36,37.54,5.4,46.72,17.83,1.67,70.37,2,8,69.9,1.14,0,0.0,Low,34.76
Varanasi,Uttar Pradesh,25.353512,82.891659,2023-11-24,161.42,68.3,77.0,9.38,38.31,101.94,2.08,46.57,3,5602,62.97,1.38,868,3.07,Medium,50.15
Vadodara,Gujarat,22.32636,73.260871,2023-09-20,50.84,15.97,23.03,4.33,39.26,68.27,4.51,88.81,3,2110,80.64,0.5,224,0.15,Low,23.0
Madurai,Tamil Nadu,9.954878,78.079269,2024-01-05,90.68,50.88,57.51,7.36,32.49,79.46,0.32,45.11,1,417,71.9,1.21,218,0.38,Medium,42.97
Solapur,Maharashtra,17.723864,75.964933,2024-11-01,71.37,33.58,48.4,6.96,23.48,42.05,2.74,75.83,4,4157,55.88,1.02,477,2.1,Low,30.0
